55502-55502,1
52219-48265,1
47687-47687,2
89812-56492,14
102000-102000,10
53598-53598,117
52414-52414,4
140694-140130,2
57493-57493,12
54586-54250,5
82207-82207,6
48030-103040,5
160298-160298,6
142789-142789,9
81284-81284,5
89419-46796,26
47572-47572,13
69797-69797,154
69584-47342,3
56530-56530,106
54898-54898,1
141816-141816,9
69071-69071,2
57425-141481,6
81567-64235,8
88766-88735,2
50354-49575,3
53164-53164,7
81276-81276,1
55425-51943,815
53570-158856,2
50130-50130,123
54884-143572,30
55983-54237,3
55339-55339,154
69565-69565,96
109802-109802,5
142508-140997,2
51102-51102,133
48499-48499,172
89125-89125,10
89396-89396,1
101298-101298,2
56236-53698,20
51097-51097,1
81596-54884,2
57459-57459,23
116804-116804,3
52197-52197,1
51609-51609,1125
74771-52592,4
82830-116720,3
48489-118183,2
55032-53204,129
55614-55614,16
118117-118117,6
64089-56043,2
49978-49925,2
56979-56979,5
53672-53672,468
111448-109636,16
63381-51396,3
140487-140487,3
48404-158236,2
103317-103317,3
53107-53107,132
81268-117622,13
89619-50282,2
81854-81854,1
159903-159903,1
140292-140292,2
47955-47955,214
47046-47046,2
89763-54496,2
55009-49330,5
64080-64080,14
81642-81507,64
50689-50689,1
49591-48727,2
63447-49390,24
48197-48197,8
160804-160804,12
56936-53888,1
51487-51487,579
55235-47435,241
55551-48399,5
102474-102474,10
64225-50045,1
55654-143801,1
140405-140405,2
142881-142625,25
57697-57697,1
49368-49368,31
56200-56200,9
55482-55482,1
54229-50282,40
88854-101407,5
88851-53851,6
54714-54714,13
51137-51137,20
50200-48727,2
46459-46459,82
81268-52670,1
47924-47924,19
54720-46610,751
143015-143015,3
48426-48426,4
47837-47502,1
143077-143077,3
69573-54253,3
64294-64294,7
53744-50444,30
52724-52724,119
118209-118209,1
55682-50277,2
57911-54929,1
81557-81547,3
81557-81543,4
81589-55004,1
55754-53068,61
56437-49314,6
47221-140408,1
88854-47577,3
82540-82540,23
63412-63412,824
110309-110309,68
82636-54644,7
55962-160742,1
49978-49978,73
81584-81300,244
54237-49266,5
158838-158838,1
55962-55962,18
52339-52339,52
101468-101468,67
52260-52260,19
82052-102742,1
53329-51751,3
50438-50438,7
51210-48367,3
63492-53068,19
54815-116821,3
160257-158607,1
49494-46566,3
56855-56855,29
89320-53301,13
81887-81887,8
69892-69892,66
110384-110384,34
54107-54107,1
57363-48623,1
55983-55983,305
69766-68901,2
55240-55240,202
56635-52328,200
81314-75148,4
54453-101345,9
52778-52778,106
50966-102569,6
53068-117644,1
81418-57818,17
111152-110084,8
57415-57415,4
82200-82186,28
50023-46676,23
81300-81300,12
50776-48679,4
64006-64006,29
88799-88799,1
75297-55730,8
55235-55235,120
143187-143187,68
49800-48727,5
56215-47337,2
54632-103624,4
55659-143804,8
55283-143804,91
89210-49402,8
55659-143801,114
50342-47385,2
55812-143772,1
81294-69299,8
142644-142644,1
159276-159276,1
57486-57486,12
52491-52491,72
102575-102575,9
48727-141647,1
88979-88979,23
56067-52336,40
56105-52256,1
81282-48234,3
74683-109671,1
142505-142505,1
82013-82013,33
52572-52572,40
158966-158966,3
89743-89743,2
55074-55074,47
81530-81507,49
75142-53301,3
56426-48711,9
52147-52147,6
56488-56488,2
63427-57459,9
101961-101961,3
160893-160893,8
81268-103492,2
118259-118259,2
89448-82075,2
53188-142526,1
49345-49345,4
50250-50250,6
55935-48035,236
48164-48164,1
54237-158236,3
50776-50776,3
82333-51883,6
52017-52017,9
46680-46680,23
46891-46891,3
49142-48727,69
54815-48404,1
74904-74904,25
159618-101474,4
142532-142532,23
47695-47695,22
48453-109671,1
48020-48020,56
69584-69584,19
160742-160742,39
49800-49800,33
52592-101284,9
109881-109881,3
54792-116743,1
50785-50785,3
48446-48446,47
48727-47305,11
52773-46739,1
81329-81329,5
159293-159293,8
57864-57864,3
88760-52923,62
88760-52926,7
52987-52987,8
63379-63379,165
57425-57425,7
57197-50514,203
102032-102032,5
52071-46998,1
57244-57244,2
46895-140845,5
69259-69009,1
52100-52100,15
81381-50979,10
81495-46676,60
64587-52955,4
81268-81268,230
75142-56437,1
50041-47980,26
51446-49499,1
57197-48132,260
69887-69887,18
103112-103112,1
111327-111327,12
47189-47189,36
74907-111380,3
49999-49999,120
51696-49563,34
52280-52280,13
53506-53506,2
54929-52068,2
52130-49895,3
54165-48404,1
140830-140830,9
81268-52652,2
64000-63863,31
55316-54193,57
55425-47006,40
64369-64369,20
81887-103492,4
102396-102396,1
49266-47267,84
50730-50730,74
81290-47577,3
89032-89032,26
75139-64186,8
56910-54312,24
55905-53444,25
54884-46978,20
46989-46989,1
56602-56602,337
52805-47234,2
55682-50250,144
142898-142898,2
143082-143082,3
89001-55348,4
82110-82110,6
64269-64269,12
81313-57925,1
81373-81373,75
48098-48098,20
50986-50986,10
53014-46824,6
110318-110318,13
88760-88760,40
88766-52926,103
52670-47795,35
103452-103437,4
103452-103432,4
51487-49803,353
81705-55879,17
144028-143244,15
117631-117631,8
48465-47662,2
46804-143473,30
48653-48653,2
103146-103146,1
103410-103410,1
55195-48727,4
89129-47773,1
160804-159526,28
101752-101752,22
90189-56575,1
54293-48265,2
159931-159931,1
140963-140963,4
52173-46900,7
47385-47385,27
52652-52318,9
69309-69132,4
81850-81282,2
140732-140487,6
158367-158367,1
54905-52764,4
89559-89559,5
53707-48711,18
69333-51137,4
69766-69766,165
55962-48942,1
81405-57818,4
57502-46998,4
46920-46920,22
88854-57799,8
53888-47673,12
55508-51121,25
52235-52235,117
69496-69496,16
141609-141609,4
52944-52670,247
52318-48109,40
54696-54237,45
81472-81463,28
81291-50990,2
81630-102932,1
143001-143001,1
56748-140915,1
160071-158574,5
160071-158577,5
57918-57918,11
55336-55336,19
51231-50038,1
63701-63701,5
89413-89413,7
63427-50924,2
54557-54557,1
48385-48385,7
142058-142058,7
111284-111284,5
117338-117338,12
88854-160723,2
50912-50912,37
56038-55682,17
88634-88634,407
55638-52055,2
141946-141946,4
56323-56323,40
48351-48351,12
57536-48251,22
55363-51868,1
55551-52805,8
56067-52318,40
158652-158652,6
81282-48213,16
63483-48367,2
116984-116984,44
51396-46553,40
49836-49836,152
89241-89241,1
68913-50282,59
110699-110699,2
81279-81279,44
140714-140714,9
50045-50045,123
160012-160012,2
55425-55425,145
57925-46985,4
100880-100880,1
57536-50514,28
81287-81287,17
56785-56785,32
68967-63379,2
56520-56520,9
88854-49575,1
56838-56838,1
55253-55253,91
143190-143190,8
81320-53981,30
69722-54884,8
159397-159397,1
52280-51553,47
54967-158616,18
51696-51696,2
103658-103658,9
82135-82135,1
52641-52491,2
54884-53921,7
48727-111419,4
56043-56043,7
56048-56048,2
52088-101577,9
56694-56694,174
46627-161022,2
48321-48321,13
81313-81313,13
57631-57441,5
50892-47944,29
160068-158577,4
49791-48727,3
47204-47204,289
90189-90189,13
141067-141067,3
64480-64480,42
54981-54981,72
50023-103432,1
57803-47241,64
81731-48372,3
64011-64011,1
47896-47896,3
51570-51570,1054
140722-140722,1
55946-47134,2
53245-51985,3
54748-102578,6
53240-51883,211
54002-141067,3
56187-56004,6
103026-101791,55
101318-101318,7
51710-47149,20
51800-51800,136
103051-101354,7
74864-52898,2
143438-117688,6
57864-52592,4
48301-48301,37
50362-49159,17
116943-116943,1
159043-159043,1
140679-102932,33
53118-140920,7
55316-144211,9
53921-53921,2
54870-50094,8
82395-82395,1
142701-142701,16
158753-158753,6
57904-48468,1
56520-54185,2
54996-47064,2
56168-56168,1
51231-101791,8
116807-116807,13
102663-102663,24
143777-140587,4
159007-159007,8
52375-50719,18
143642-143216,17
50307-47786,6
81269-55983,33
51830-143552,6
69341-69341,5
81388-81388,3
82680-82005,12
52686-116795,9
52059-52055,2
57486-50495,1
140797-140797,46
52059-52059,20
55805-55595,1
102830-102830,7
54069-54069,9
53168-53168,968
81898-81898,1
46690-46690,25
55170-55170,7
158222-158222,3
110893-109729,6
81323-51210,8
53068-110636,1
55857-48727,4
116843-116843,5
81451-81410,45
54884-54312,19
47803-158706,1
89559-144016,2
55528-55528,119
81451-81418,45
69084-51848,3
143930-143930,7
81630-55004,12
82062-82062,2
54165-54165,62
74683-68967,1
142867-142867,2
110624-110624,2
81410-47695,45
47414-46690,14
63379-109692,10
50362-48727,9
48154-103211,6
81292-52137,1
50023-50023,12
48180-48180,64
56564-56564,70
55249-100958,8
64490-64485,149
53188-142991,5
51446-47708,1
55827-55827,12
54815-52592,10
75575-75348,28
68967-109699,4
54256-47032,69
111204-109702,7
52592-50157,2
88665-47419,1
54905-52744,42
55125-55125,22
49864-48234,6
69333-51153,4
69509-56288,8
56969-48432,3
74679-48385,1
50801-50801,2
51375-51375,238
158394-158394,1
110122-110122,1
55905-159704,2
69180-103576,38
140550-140550,4
160533-160533,2
54929-102492,2
64178-48265,1
51231-51231,12
143871-143871,1
143384-143384,1
160460-160460,4
81627-81626,67
81627-81623,14
117840-117840,2
54374-54374,57
117489-117489,11
53026-53026,1
56054-54748,1
51900-48404,4
56310-48453,4
103026-103026,20
143603-143603,5
69509-51943,4
81269-81269,460
54256-54256,3
48583-48251,3
140664-140664,1
74983-54212,1
54586-54586,1
51553-51553,26
48727-48727,2942
159492-159492,31
54190-50105,1
57233-57233,7
64384-64384,4
49724-48485,31
49724-48489,43
158299-158299,1
54077-54077,124
51599-48601,5
144092-144092,1
110863-110863,3
57752-54815,196
52370-46463,10
109975-109975,17
54263-48399,86
54286-53687,1
57611-54002,3
54438-50033,190
74779-52017,2
140582-140582,18
159985-159985,26
47286-47286,78
117711-117711,16
55268-55268,17
160910-160910,3
56067-51247,304
81647-103432,4
111361-111361,15
53179-53179,9
81642-81523,58
141659-141659,9
161099-160965,20
55969-50023,10
55847-55847,96
74679-57851,12
55896-55896,13
81314-50045,6
53329-53329,49
88698-69746,36
55946-101410,4
54407-54407,57
54424-54424,12
48727-143588,10
50495-50495,167
63979-63979,5
53329-143395,6
53816-52652,49
50177-50177,15
143518-141260,2
57746-46959,2
52652-52652,228
161038-161022,2
75035-75035,16
51446-48727,11
100935-100935,16
51714-51714,11
50448-100967,1
64281-64281,17
47114-101547,4
117714-117714,18
75468-75459,4
89409-88947,4
55595-55595,20
52122-52122,178
57663-50098,8
54910-54910,5
161009-161009,10
74933-50157,1
48301-160370,26
160004-160004,2
54293-51943,2
54289-110400,2
116739-103214,1
55049-55049,1
50354-47478,4
54165-158640,4
46935-101239,1
117298-117139,103
54044-49310,83
57918-47725,9
63738-63738,4
48151-48151,2
69733-68967,111
117375-117375,2
143632-143632,6
117318-117318,27
143094-143094,6
57536-57536,301
50999-159252,1
102856-102856,53
159284-159284,4
47492-47492,16
57604-57459,8
55875-101580,7
158623-158623,1
101652-101652,19
55682-54992,10
54929-141628,9
54293-52344,3
50041-50041,5
64485-56554,122
54512-54512,666
69319-69180,42
51093-51093,1
75173-75173,43
69084-51868,32
53026-46782,6
69557-69557,77
55528-55505,1
111348-111348,5
53496-53496,4
56054-52162,48
69361-63912,8
57536-53301,29
52002-48169,156
117372-117298,97
55470-55470,147
55155-55155,6
56015-160336,102
118276-117558,107
57197-52071,31
54581-46532,10
74759-52375,3
48489-48489,25
64269-64225,2
55786-55786,4
54161-54161,3
48572-48572,130
49814-49814,12
142339-142339,13
54293-54293,43
47414-47096,1
64159-64159,1
102656-102656,8
51990-51990,2
49855-101913,1
75590-75590,1
102755-102755,26
110850-110850,4
53138-50282,3
50887-50887,1
57520-57520,18
88787-88787,6
63713-63713,868
140975-101468,2
57425-57197,2
50282-50282,254
52805-52805,76
54453-50219,18
56081-52211,53
158443-100953,5
141942-141942,33
52686-48372,8
51723-51723,23
69581-69581,41
46676-46676,19
54237-47032,1
55966-55966,14
54655-50514,11
53914-53902,1
89808-89808,169
56043-109737,4
64490-64311,78
140547-140547,5
48468-48468,28
160780-159072,2
159988-159988,3
53475-49944,6
57393-57393,70
75690-100967,6
51070-51070,44
69509-69509,19
159660-159660,15
54598-54598,106
109813-109813,1
53245-53245,2
54286-54286,5
68913-68913,1
69225-48727,6
54044-54044,13
53902-51751,46
56846-49381,4
160520-160520,3
159299-141618,1
90189-102651,26
52318-52318,27
141583-141583,1
141531-141531,1
53068-47502,8
103487-103487,3
54884-51906,14
81567-81557,16
47669-47547,36
47371-47371,109
75570-75570,18
69918-69918,4
82550-82550,7
57502-48942,2
111019-111019,8
103286-103286,2
101942-101942,7
54077-52048,20
81314-48404,11
143549-143549,1
52167-50105,44
56932-56932,2
140466-140466,2
55621-55621,241
101113-101113,1
90097-90097,10
160528-118204,2
48727-102991,12
117711-117286,30
117940-117940,2
142864-142864,1
88854-50045,27
89503-89503,60
56646-52432,2
56720-50119,20
160697-160697,3
75079-75079,11
52800-52800,60
57354-57354,78
54442-54442,8
57354-57351,5
82062-47114,8
143947-143947,1
49563-47547,28
110627-110627,5
46998-46998,5
82809-82809,4
75148-75148,9
111305-111305,13
68994-68994,16
82715-48404,23
46753-46753,3
81286-56525,42
101884-101652,109
64490-56554,46
48057-48051,56
48057-48057,64
53107-140577,60
141628-141628,3
81557-103512,8
52484-51830,32
143996-143996,1
47944-47837,1
51699-51699,3
102471-102471,2
82385-49885,1
54553-54553,1
88698-102820,1
54190-103492,3
64044-63849,5
81294-69132,4
55719-55719,4
54050-54050,11
51012-50371,6
55419-55419,26
102523-102523,59
142878-142878,2
55308-48372,1
56575-56575,114
140587-101836,4
56092-56092,2
50847-50847,60
64338-63738,108
81513-46676,59
159518-159518,3
81557-50094,16
55195-50282,3
53823-160679,4
55754-55754,160
142093-142093,1
53188-53188,78
68933-52100,28
82042-81850,6
56513-56513,252
51046-47547,2
54822-48404,1
50514-101095,12
53301-53301,71
75170-75170,42
57536-50940,4
49266-47286,101
49724-49724,5
49266-47577,3
82424-82424,48
54428-54428,18
69213-69213,17
102557-102557,1
54002-54002,149
50716-46907,5
69319-53301,49
56171-55551,5
141242-111454,2
51194-51194,19
54787-51298,1
50979-48385,2
48296-48296,31
116868-116868,3
141869-141869,21
54253-159858,3
81892-81892,5
53267-53267,4
57717-51751,32
63713-57303,10
111380-111380,15
100943-100940,2
54312-54312,2
82115-52397,27
140833-140833,3
53301-48942,4
143848-143848,3
53547-53547,24
140553-140553,1
74732-74732,6
52243-47645,17
57536-47286,29
52541-50045,34
110392-110392,11
52441-51247,304
68924-53796,94
55240-51650,459
89751-89751,4
81630-81589,12
158263-158263,3
56955-56955,21
56673-55983,1
52331-52331,2
49885-46895,4
50466-50448,194
54512-47176,5
103257-103257,2
52936-52010,1
55827-55682,4
57604-57604,48
51931-48440,1
51687-51687,20
64332-64332,6
53138-110325,26
53902-53902,996
88854-50282,2
143738-143738,2
81380-74789,1
56569-46532,12
56310-50892,5
63379-53851,3
50999-48667,25
81489-50347,63
50924-50924,13
160092-160092,8
54312-53921,4
54229-54229,225
52589-52589,2
49266-48509,1
143015-141005,4
69319-48727,21
56575-50514,16
52030-52030,271
69560-69560,11
88760-88741,27
51323-51323,9
103366-103366,5
89868-89868,1
56426-54884,10
81268-158706,10
101588-101588,5
81268-158703,9
81282-51534,37
54811-52318,5
117372-117372,9
161235-161235,2
64077-64077,3
55363-51800,46
81501-63412,103
141730-141730,2
57096-48727,12
55094-55089,65
111353-111353,6
49595-48246,3
81567-81539,7
53267-52589,13
81647-50023,69
75336-75336,2
158706-101030,8
57185-48727,14
54289-54289,1
52365-52231,22
74679-74679,4
50282-159635,3
53960-50250,30
54769-54769,6
49944-49944,72
89572-51247,6
55609-51298,2
75292-75292,1
53733-52017,25
63868-63868,19
50354-49159,74
88854-50730,4
53452-53452,42
49159-47305,1
117786-117786,1
49612-48046,8
48191-48191,46
55762-53068,36
89070-88947,3
69337-56236,15
109806-109806,1
161246-161220,2
55512-55512,35
74864-52834,2
90090-52670,7
56361-55870,4
49855-48727,4
110671-110671,24
51868-48197,40
51868-48194,6
101157-101157,1
51210-46796,162
52117-52117,7
52117-52114,4
82261-82261,14
48538-48538,9
81523-81495,60
160620-160620,13
48251-158367,8
57028-57028,17
55465-46844,1
51830-51830,319
52328-52328,50
48553-47001,2
53707-53707,14
142611-142611,8
56310-50157,6
81557-81535,16
49823-48727,65
75513-63379,4
81315-81279,65
159723-159723,1
141572-141572,19
75142-57528,11
52100-52097,8
159827-159827,6
160723-160220,33
55000-54815,201
54748-46907,112
49494-49494,37
81287-75142,41
160652-158549,1
81557-54870,16
68919-68915,10
75616-53791,9
56969-56969,2
49314-49314,109
48727-158443,3
53960-48942,1
88853-88853,25
57833-52167,21
53888-144097,4
54329-50514,11
56437-49843,1
52034-52034,261
103355-103355,1
48372-47460,5
52092-47337,1
52092-52092,14
89451-89451,1
49823-48942,2
50730-50045,2
161066-111358,4
159726-159726,9
50616-47929,3
159246-159246,1
81319-158213,3
54278-54278,2
63955-117468,8
56288-56288,18
55425-46680,6
81284-48942,1
141377-141372,4
141377-141377,2
69084-69084,9
111419-111419,5
50767-50767,6
56525-56525,24
49956-49956,5
143272-143272,2
142186-142186,3
46566-46566,6
159545-159545,12
50994-50994,2
51487-141119,1
88735-88735,36
141319-141319,4
52592-50282,8
52055-52055,18
81535-103512,1
81381-81381,1
53143-50448,3
102422-102422,1
57536-49836,44
54066-101421,1
102861-102861,9
101161-101161,5
144084-144084,30
50101-50101,95
89551-89551,16
159508-159508,1
63419-53245,5
57459-50912,3
81268-48727,2
54047-54047,37
75297-142721,1
48942-48942,3376
101905-101905,5
101167-101167,1
89551-158706,1
75633-48385,1
50790-50790,26
74874-74874,4
75459-75459,6
102609-102609,3
51718-51718,45
56081-56081,11
57553-57553,5
48372-117002,1
143588-143588,3
75002-54002,3
52686-48335,47
117024-117024,1
64326-56948,3
103576-101913,39
140658-140658,6
51906-46553,40
55308-101495,61
47720-47720,139
56400-50371,12
52071-48727,23
53851-53823,2
82583-82583,1
69573-54286,3
143107-143107,22
82110-81895,7
81589-81589,1
160951-160951,1
52592-100967,4
81592-81592,2
159756-159756,46
101271-101271,1
64433-52403,17
116743-110994,6
101954-101597,8
57441-57197,11
68907-100962,1
75229-75229,12
88749-52475,266
88665-101499,6
56492-56492,7
51187-51187,231
56503-48727,113
89619-89619,52
110621-110621,14
89434-89434,15
140825-102713,1
81279-48404,15
81468-81451,7
56100-50307,28
48390-48390,6
47673-47673,13
88853-52592,3
110400-110400,8
140598-140592,3
143012-143012,14
140598-140598,4
143979-142606,4
51174-51174,72
54676-51691,199
159717-159717,13
89286-89013,5
159750-159750,2
81282-51550,4
54424-52898,62
47221-47221,69
88724-52475,587
49364-49364,5
47460-103184,2
50514-49773,43
54632-161094,12
81966-81966,29
51231-109725,10
55832-55832,187
75305-140757,12
82545-82545,1
90077-63412,168
82253-143618,52
49330-49330,437
56328-51848,904
81269-56855,1
56301-56301,12
69001-52849,12
50730-48066,68
50514-101913,1
69940-69180,39
88854-48404,9
54061-54061,8
54404-54404,12
56282-56282,88
160135-160135,6
63379-159154,1
52744-50387,4
53591-53591,46
103516-103516,4
49900-49900,493
140819-140819,1
50730-47134,1
57425-46463,3
53749-53749,16
53402-142683,1
51226-51226,20
50716-117888,161
81282-49453,63
118011-118011,10
143812-141001,39
54237-46935,14
55546-55546,10
56646-52471,1
50940-49965,6
48711-48696,32
50940-49968,26
57562-46685,30
110368-110368,1
81311-81311,29
54061-47346,30
57441-50514,16
88698-110832,2
160714-160714,1
141854-141854,3
52734-52734,3
52068-52068,8
90097-48404,2
160632-160632,2
48385-46566,8
159832-142873,4
81430-81426,45
64433-64433,91
55682-55262,15
101340-101340,97
142647-142647,4
55308-48404,3
82641-81924,15
82709-102492,1
49871-49871,4
54335-54335,13
161112-160241,10
55262-143812,4
57833-48663,38
48609-48609,10
57553-55519,4
54696-49469,57
56177-55104,126
63826-63826,12
54884-144031,15
54212-52592,1
56177-55109,17
56291-56291,12
55952-55952,17
82440-82318,12
89419-89419,6
75142-64519,4
55857-48942,2
143007-143007,4
81530-46676,60
57604-57197,1
101407-101407,1
110933-109767,5
51307-51307,26
102474-101937,4
52305-52305,475
52849-52849,79
81584-47803,217
144123-144123,21
53960-53960,89
102766-102766,70
82515-82515,37
89827-89827,50
64490-53037,66
56030-56030,3
52944-51345,29
143438-142635,1
82371-82371,15
69820-69820,4
101007-101007,3
46463-158912,5
88741-88741,60
52888-52888,1
46532-46532,406
110098-110098,1
63475-63475,26
117301-117101,7
140501-140501,1
64485-55294,11
117157-117157,16
52834-52410,1
102115-102115,1
54778-54212,213
159360-159360,1
55682-103051,6
143438-142093,5
53960-50045,1
51147-101149,1
52592-50730,36
89572-89572,420
142565-140865,6
159271-159271,1
52592-47234,3
81463-81414,45
53851-161099,20
51005-51005,25
47397-47397,3
56630-56630,105
55595-47832,5
48583-48583,12
54666-54312,114
57934-55456,4
50689-49591,10
81283-81283,3
52081-52081,32
55400-52744,3
82645-82645,68
50263-50263,214
64485-47965,1
57587-57520,22
47385-100986,1
52955-52955,7
57864-50730,12
118183-118183,1
51446-50387,2
63733-63588,61
55528-50924,12
55384-49999,32
81295-101913,4
52944-47918,191
54822-54815,209
54985-52592,6
110910-110910,7
81592-56708,6
53475-53475,184
55456-46859,4
50399-49956,88
103069-103069,6
52152-101174,1
158485-158485,15
110036-110036,1
56310-54535,1
49746-49746,18
89508-89508,35
81441-48727,1
69518-69518,3
56067-52441,349
89812-89812,18
57263-57263,2
46782-46782,1
88641-88641,27
81300-140629,2
49786-102079,8
47770-47770,14
57631-49266,17
55921-53093,107
160984-160984,22
53851-52641,1
158580-158577,8
158580-158574,2
54378-52901,8
140653-140653,1
69288-69288,2
57248-57248,3
81319-81319,53
82830-82830,7
110970-110970,30
56187-47742,111
110858-110858,6
53614-53614,185
143938-143938,8
47593-47593,55
49473-49473,396
55667-54792,4
54535-47213,6
55368-55368,95
89619-140550,12
142411-142411,30
53522-53522,38
81314-47720,8
54594-54594,24
143979-143979,15
88660-64490,35
109632-109632,5
160689-160689,1
63452-47799,2
54844-54844,1
75616-75616,5
89494-51800,2
75170-117489,28
140985-140985,20
50119-50119,21
57813-49368,37
75297-75297,69
117865-117865,5
141131-141131,28
158415-158415,1
143772-143772,21
63830-63826,1
50616-50616,305
143398-143398,1
69305-68933,24
50204-50204,564
81282-49786,13
51446-49453,131
50764-50764,6
109968-109689,1
46558-46558,5
111115-111115,3
47870-47870,7
55316-55316,10
54748-54737,5
55170-50953,6
47134-47134,39
140507-140507,3
50940-50940,256
52088-46939,20
50970-46685,60
56850-49796,9
51521-51521,126
54077-48727,14
81507-81495,61
52931-52931,9
117512-117512,4
46671-46671,14
141453-141453,9
51153-50495,1
57830-55316,8
88636-88636,963
49773-49773,10
53851-101691,1
75472-75472,1
159955-159955,1
53118-53118,112
82336-82336,43
82636-52152,24
53687-51381,55
51088-48942,2
56025-56025,1
52336-52336,20
53214-53214,2
53068-47913,4
52984-52984,30
81276-48057,11
64587-55682,23
89760-89760,4
81843-51868,6
81283-48057,77
81283-48051,49
88947-88660,35
50282-158833,1
47096-47096,5
63593-141869,9
81557-81551,3
49575-49575,19
52414-48191,116
89191-101913,1
55191-52375,2
54212-50979,10
74911-51751,1
53620-53620,17
56067-51231,2
53089-51262,5
53707-143244,15
90046-90046,63
110509-110509,22
81380-52055,25
88947-64485,5
49696-49696,76
69280-69256,5
53851-160965,8
48301-46907,1
81269-46930,2
82504-82504,200
63826-57425,2
88698-51714,8
52362-51396,3
51557-51557,16
82267-82267,7
48727-101345,2
52918-52918,4
49826-49826,9
46756-46756,1
82440-82440,7
53417-53417,302
63830-63830,47
89818-101932,1
52724-52652,1
53570-53570,30
88643-88643,37
69636-140747,2
54417-54417,210
57528-48727,5
160021-160021,1
55230-55230,5
110005-110005,3
81833-52592,3
54237-49469,18
51564-51564,74
82715-111370,18
69299-69132,2
103492-103457,12
88854-47955,403
50724-50724,1
143493-143493,2
52641-52592,2
55191-55191,3
48711-48711,91
140980-140626,22
52491-101495,61
143750-143750,31
140450-140450,20
89044-89044,1
140118-140112,4
52130-48404,12
140118-140115,1
56096-56096,6
57841-56054,12
53981-50730,2
54666-54666,40
63588-49803,2
81315-81315,5
55140-46759,4
52892-52892,5
50979-142647,2
64011-63979,26
57925-57925,132
57663-54293,1
52071-48942,1
103371-103371,1
90050-51848,43
88947-48727,2
48404-110080,5
49142-49142,5
109953-109953,7
54453-54453,304
53991-47091,2
48558-48558,259
82221-81987,6
90222-54496,7
46859-46748,4
48209-48209,1
57468-50514,18
48453-48453,110
117298-117298,24
81677-81677,18
56048-54212,190
57185-52744,3
81513-81495,59
88784-88784,14
55682-55187,4
51446-49900,2
74732-141092,172
47253-47153,108
142796-142796,1
82166-49300,5
57270-50514,8
81966-81323,56
54496-110773,23
88698-88698,24
82611-49880,4
89236-48234,3
160575-160575,8
49374-49374,8
46580-46580,5
55022-55022,9
51247-159249,1
82200-82200,44
56081-51900,57
46985-46985,1
55104-46627,6
160516-160516,1
117688-117688,74
110070-110070,6
75273-75273,18
89678-55308,2
81463-48480,45
50514-50514,286
50514-50045,10
55969-55969,27
57197-57185,1
159447-159447,3
141755-141755,76
53928-53928,135
109999-102736,7
55117-55117,8
52592-109994,13
81768-81268,24
102189-101086,6
160992-160992,1
103320-103320,16
75218-75218,22
69001-69001,15
52162-50461,100
142606-101060,2
89065-89065,2
118303-117204,8
54453-47673,3
100972-100972,19
52592-48066,30
75575-75575,6
81279-110080,10
46887-46887,1
56503-56503,44
143072-143072,7
89416-89416,8
159697-159697,1
54874-54874,2
81642-103437,4
51046-51046,18
81285-54453,6
88637-88637,83
54981-50448,71
90124-52686,123
161078-161026,16
143860-143860,7
57520-49159,12
81441-81426,45
50979-110289,2
81441-81422,45
57531-57531,2
54399-51931,25
55595-51262,1
88853-46900,2
52592-48453,1
110222-110143,4
50979-50979,77
100911-100911,1
88854-55638,1
51943-50023,3
57303-53475,7
117315-116898,1
161115-158539,16
89393-89393,1
82351-51012,2
54696-49600,1
109636-109636,6
158458-158458,1
55817-55817,3
81282-50940,11
50940-48727,26
89763-54237,27
64284-56177,4
117762-117762,7
53143-50466,3
54512-48727,9
75513-109680,1
54453-48942,2307
111188-111188,7
48404-158852,1
143043-143043,12
48485-48485,2
81414-48480,45
81671-55682,9
103379-103379,3
63381-63381,35
69305-69305,12
110305-110305,4
49355-49355,22
49550-46627,2
88947-88947,6
49823-116923,1
81314-81269,12
55884-52092,9
82641-82641,15
64576-64485,79
90222-48453,6
53324-53324,7
88799-64485,4
53151-52686,38
81282-51012,72
111370-111370,75
50961-50961,2
55323-54748,1
52173-47227,1
48499-46764,482
160415-160415,7
47028-47028,15
57486-52744,2
53068-48553,12
140603-140603,7
54981-54748,1
101817-101817,5
53888-52026,3
117111-117111,9
88693-88693,2
89048-89048,5
52892-47934,2
88854-52822,1
47863-47863,10
81316-81316,3
82661-82661,10
52670-160528,1
160664-160664,14
52996-52996,14
160391-160391,6
47824-47824,54
50953-50953,8
116976-116976,1
110015-110015,1
55707-51231,2
140870-140825,3
111219-111219,64
111160-111160,8
158737-158737,6
54863-52686,6
110922-110922,7
56015-54884,124
69132-68956,8
52592-110994,4
50730-49563,6
56850-51097,11
51247-51247,41
63912-63912,9
52173-141869,11
55551-55551,121
52441-52336,40
140112-140112,1
52795-46974,4
56251-48372,12
50490-50490,2
51487-51012,3
48046-48046,6
90194-90194,1
82275-82275,5
55798-55798,13
102237-102237,4
52592-100908,1
57702-57702,8
144053-144053,4
53763-53763,17
55748-55730,2
52592-52592,380
55682-50110,7
143642-143642,8
102616-102616,7
143387-143387,15
50979-48098,2
103648-101643,11
54224-54224,12
53960-53452,32
50152-50152,2
56691-55847,1
52764-52764,7
50183-50183,541
48174-48174,12
54967-51650,634
55363-51883,3
140861-140861,1
160883-160883,1
50307-117019,5
117702-117702,3
51638-51638,42
88854-158886,4
51638-51632,5
75690-52592,2
51868-140780,50
