64269-50045,1
52566-52566,29
69180-69180,66
110289-110289,6
75383-54237,3
161078-161038,18
161078-161034,1
53660-53660,209
161078-161030,14
81441-81430,45
88749-88749,113
57631-56437,6
68913-52670,23
88749-88741,1
144065-144065,1
64427-52686,4
50708-50708,3
48251-48251,12
103043-103043,4
48132-48132,148
75139-75139,4
50776-140408,2
88665-64485,35
54263-49563,67
81705-81705,1
55551-47547,47
103064-103064,1
56554-46925,76
158716-158716,2
52592-51931,10
89902-89902,231
103281-103281,8
52375-48164,46
52834-48727,4
81326-47502,7
53063-53063,17
46739-100998,3
47799-47799,6
69762-69762,35
159400-159400,4
54691-54286,11
143792-143792,1
69100-54496,9
81635-81635,2
51906-51906,16
54369-54369,3
57502-57502,63
49803-49304,345
51207-46796,8
63492-63492,1
161046-161022,32
69222-69222,18
159109-159109,1
49266-49142,1
161034-161018,16
110943-110943,27
51183-51183,44
141735-141735,1
100971-100971,11
51307-46789,3
159673-159673,1
48246-48246,11
49786-49786,4
143508-143508,19
57468-57468,13
55875-101392,2
69722-160336,8
89579-89579,3
81317-47656,15
69361-48727,13
55595-53823,17
57441-57354,9
88799-64490,33
117362-117362,4
63826-57233,2
55406-55406,182
52173-47230,13
55316-47064,1
81523-63412,46
81482-81482,127
50730-48367,1
81482-48707,40
53068-52641,24
81647-46676,14
140571-140289,6
117111-117101,7
49349-49349,2
90040-90040,15
52944-52944,6
142481-142481,23
54549-46558,30
101607-101607,3
52314-52314,7
161056-161038,16
117468-117468,15
53020-53020,1
53558-51121,7
81381-74789,1
159230-159230,3
159882-159882,1
53653-53653,13
69599-69599,83
57736-57736,61
56092-50307,18
48202-48202,12
89632-89451,15
142348-142348,1
55084-55084,7
102422-101839,6
55140-55140,2
53598-48727,1
160762-160762,1
55425-54293,2
64418-47337,22
101060-101060,1
53823-52197,4
50514-47687,1
82062-144006,2
81482-161018,32
53201-53201,157
144001-144001,3
101577-101577,1
50924-50243,2
56673-47808,1
63830-159252,1
69804-69013,38
57528-57528,14
88746-88746,9
56171-54263,86
82767-82767,6
48679-48679,1
64485-57784,134
81269-52686,6
140219-140219,3
55677-55677,12
55376-54232,1
56497-56497,153
102736-102736,3
81513-81501,53
57363-57363,95
64289-64289,5
55667-159324,16
52686-48385,6
69646-50979,17
142180-142180,1
51646-51646,5
75383-75383,1
103051-103051,6
140727-140727,1
55614-51298,36
109911-109911,1
158703-101030,6
56105-56105,7
75621-75621,2
142824-142824,11
160380-160380,4
55546-51550,83
158932-158932,6
111233-111233,18
82458-52592,3
50785-47397,8
55045-49600,1
159249-159249,1
57717-57717,3
160123-160123,24
56400-56220,1
52375-52375,128
56067-56067,67
102810-102810,13
102769-102769,49
81850-81850,8
54641-54641,3
51270-51270,2
102745-102745,10
158600-158600,37
68952-50999,3
102415-102415,7
55672-50045,9
141242-141242,1
55170-48727,2
47346-47346,9
51187-141618,1
52834-52834,169
55932-55932,527
89950-54232,26
82650-82650,1
52375-47324,135
143423-143423,25
56477-56477,6
142074-142074,1
110354-110278,2
161112-161112,2
110125-110125,5
64198-64198,16
47381-47381,22
101463-101463,10
47700-47700,4
55104-55104,35
56720-54224,2
75142-48727,24
69544-69544,1
89958-89958,32
69433-52048,1
103085-103085,3
55145-55145,4
64411-48404,3
50730-48098,15
63483-49448,11
88854-55551,43
69299-68956,4
55113-55113,109
102234-102234,2
53449-53449,1
53624-51985,40
48367-48367,7
158447-158447,10
140497-140497,6
100948-100948,140
101345-101345,3
110278-110278,2
56656-56656,221
50282-47974,9
50466-50466,8
117922-117922,16
53011-53011,1
89070-88665,2
81441-81410,89
57197-56437,20
90113-90113,300
109680-109680,2
103418-103418,1
56575-50646,9
52898-52898,16
50514-48251,1
54549-54549,3
54884-160336,26
81642-81642,35
88947-46900,1
55049-52152,73
158500-158500,1
54237-110509,1
118197-118197,3
159694-159694,1
160425-160425,2
46627-46627,159
69250-69250,28
140848-140526,38
50755-50730,7
57520-50514,6
56004-55448,114
48601-141840,4
141442-141442,1
53888-49900,1
49595-48440,3
51704-51704,16
74762-74762,1
47083-47083,6
89554-89013,9
52575-52575,31
158616-158616,58
75142-52055,3
46796-109680,1
50514-161132,1
75142-52059,6
50730-103658,11
54099-48727,10
56602-54185,32
55879-54224,86
47460-47460,32
52513-52513,42
64111-63475,111
52769-52769,291
103360-103360,4
63979-63801,40
52592-48404,2
69104-53068,6
57795-57795,1
57028-53188,4
49951-49159,4
51381-51381,31
69636-140598,1
52114-52114,3
64490-54549,6
69653-69653,7
159635-158531,5
68915-68915,7
144078-144075,1
81507-63412,61
63392-63392,18
52318-111002,4
54763-54763,4
101333-101333,1
52789-52789,33
143265-143265,25
55528-50243,17
55974-55974,307
82896-53301,3
142870-142119,12
81482-161030,32
55323-54863,2
54981-50282,8
54632-160723,29
57248-50514,14
89724-53339,4
63873-63873,6
143364-141869,20
50444-50444,15
52325-47241,2
57354-48727,12
50999-50961,4
54884-54884,22
55069-55069,10
74915-74915,2
56307-55817,40
74785-74785,40
88665-47790,1
116993-116993,41
52173-117984,3
52849-51943,2
81584-81584,1
159742-159742,5
82814-82814,2
48318-48318,24
90087-90087,8
144097-144097,9
46804-46804,9
47253-110815,28
81501-81495,53
102566-102566,4
51727-51727,7
46974-46974,44
49159-48727,32
53987-142873,1
160644-160644,58
55707-55707,29
56372-50371,58
56602-110098,6
53984-53984,4
55638-55638,11
118216-118216,27
47965-47965,10
88947-101499,5
109613-109613,20
53851-49266,2
49811-49811,1
56171-48399,105
82333-82333,6
101888-101888,4
54748-160370,2
110970-102959,4
52201-52201,11
82458-81812,24
102020-102020,33
56215-56215,4
81647-103447,9
81269-48020,79
56108-56108,6
54996-46912,207
159700-159700,3
64264-54844,10
63588-63588,16
159368-159368,8
81380-101585,1
64398-118353,4
51534-51487,1
89743-102575,3
57663-57663,1
111338-111338,1
54312-143244,15
56096-117002,9
53531-53525,2
159652-159652,9
101448-101448,9
109873-109873,1
89920-89920,1
55805-55805,10
110151-110151,1
52043-52043,1
81282-49398,4
46907-102578,3
81441-47695,45
64485-63563,36
81291-81291,42
57425-56488,5
159618-159618,8
47918-159469,5
47566-47566,43
57939-57939,8
50399-50399,4
47617-47617,174
63379-47980,4
54431-52592,3
82698-82698,13
49385-49385,4
81642-103447,5
56020-56020,37
160888-158335,2
111065-111065,43
110218-110080,10
69305-52965,9
53509-53509,2
55516-49600,3
69356-69356,21
50018-50018,55
52592-47547,1
52592-47896,138
82172-82172,135
55456-55456,20
49465-49465,2
159441-159441,5
51171-51171,11
56569-56569,3
81422-81405,45
52944-48691,11
53402-53402,361
63379-46801,2
56400-50204,120
47939-47939,1
55316-53851,4
46939-101577,3
69746-144211,19
51198-51198,7
52592-140830,4
57185-56995,6
49738-48538,27
117583-117583,20
81843-81843,1
75012-75012,10
56827-56827,75
88854-51210,16
52359-52359,2
159031-117220,2
52436-52436,89
51137-49266,8
56691-56691,7
50033-50023,9
64514-64514,19
50387-50387,16
69547-69547,50
55272-53151,36
102307-102307,37
160289-160289,1
50646-48727,4
57851-47669,13
51731-51731,27
51594-51594,44
81288-52592,14
81269-52173,6
54448-54448,12
143772-140299,10
160883-103040,2
56673-48727,2
51333-51333,4
55373-51800,12
50696-144028,2
82336-51570,3
56995-56995,428
75142-52076,2
100958-100958,13
54263-54263,5
88803-88698,8
82264-82230,22
52318-141755,21
89838-52491,2
102995-102995,9
101937-101937,1
51632-51632,1
52569-52541,2
142873-142873,5
49855-49791,13
82258-82258,9
63976-63976,53
52471-52432,27
141647-141647,150
47588-142922,2
158695-158695,16
53147-53147,4
49885-140845,3
57736-50767,1
68931-68931,1
51088-48727,8
81451-46627,1
69619-69619,4
111022-111022,5
81626-81623,79
56177-56177,61
89010-52592,1
53629-53250,15
82385-52541,24
75142-75142,64
110965-110965,98
49300-49300,3
53188-50514,1
82172-51557,8
48306-48306,3
54112-54112,24
50693-50693,55
54237-50045,1
56635-56635,381
110456-110456,5
47196-47196,51
49925-49925,29
48187-48187,55
56926-56926,8
159249-110278,4
49864-49864,1
49159-47478,2
55595-46974,4
101458-101458,64
55137-46962,14
159190-159190,1
50200-50200,10
74789-48385,1
101174-101174,3
158852-110080,1
143415-143415,179
53354-53354,11
110107-110084,8
55327-52318,8
54232-54232,20
69940-69319,1
55304-55304,51
50678-50678,11
143711-143711,8
53570-159762,1
81517-81513,17
56323-52318,16
81482-46627,24
101021-101021,4
64490-55288,86
54329-54329,17
143114-143114,11
141469-141469,10
89489-89489,6
53068-100935,4
55348-51800,1245
89022-89022,6
55150-50646,1
100929-100929,3
64490-47790,1
53542-53542,2
54737-54737,2
69804-69804,9
89729-89729,2
142177-142177,10
48727-161071,7
81294-68956,8
56809-55283,1
46690-116891,1
90084-90084,33
56720-101905,1
74896-74896,14
55022-143552,6
51165-51165,48
57939-51220,2
54811-54811,8
143812-141301,4
52923-52923,31
158473-158473,31
74762-51868,6
53796-53796,18
55308-52834,1
56713-56713,10
143598-143598,7
102523-101853,121
54632-54632,93
55707-50038,58
47803-47803,3
144028-143572,18
57721-57721,34
46792-46792,12
110436-110436,6
64380-64380,7
52855-52855,59
55614-54787,1
55061-54232,22
140794-116993,3
50041-46882,18
140368-140368,4
89964-89964,3
141623-141623,11
81605-160742,15
117586-117586,2
51696-50730,6
50979-47896,2
69868-69868,1
47820-47820,2
75264-75264,10
55730-48453,8
116847-116847,2
88854-88854,1017
159296-159296,1
51133-51133,1
81451-49541,8
54632-160220,21
56078-56078,15
50277-46956,5
82690-82690,42
143121-143121,32
55672-49448,6
63593-63593,6
54954-52065,15
69738-69288,41
143876-143876,3
75554-75554,8
53118-46576,3
81441-46627,11
81969-81969,4
82135-49591,3
161204-161204,6
54701-51431,4
69550-69550,8
51111-51111,55
46819-46819,1
88854-49885,11
51868-51868,48
52414-51868,144
50332-50332,67
47502-47502,165
56372-56372,25
88799-50282,40
52592-117002,20
52652-47365,98
55551-47656,1
50616-47918,7
140773-110630,19
144247-144247,126
101045-101045,2
54312-46978,87
89873-89873,3
102485-102485,3
55932-54369,630
100970-100970,45
51534-51056,67
158758-158758,2
52569-52569,1
74893-74893,10
140428-140428,12
109706-109706,4
89678-89678,5
81838-81838,1
82336-51883,122
52103-51868,21
111027-111027,2
140279-110636,16
50990-48393,13
81381-81380,29
52592-103197,4
158574-158574,1
55969-54438,126
47051-47051,4
140769-140769,1
64490-63563,47
48184-48184,21
140830-101448,11
117984-117984,8
82472-82472,61
53099-53099,30
50307-50307,3
88786-88786,6
52071-49266,3
57631-57197,2
81482-161078,76
143275-143275,48
52670-51345,4
143448-143448,6
160756-160756,1
51247-51231,9
158833-158531,8
69305-52100,24
143481-143481,5
161004-161004,38
117988-117988,20
118090-118090,16
54929-48372,3
54594-110883,1
159598-159598,6
52895-52895,1
142484-142484,144
82715-82694,373
143809-143809,16
143256-142988,4
81268-101030,19
55682-46956,51
52310-52310,25
143986-141524,5
47662-47662,9
159469-159469,9
102118-102118,9
161241-161241,3
52048-52048,39
53707-144031,1
56694-50448,7
64225-64225,12
46463-109752,6
64281-54232,51
111155-111155,32
103098-103098,3
101773-101773,2
57749-50461,53
50013-50013,3
69636-69636,54
89716-89716,4
57028-51446,1
55884-52173,4
52273-52273,13
69337-51396,21
56328-56328,134
49843-49843,441
54827-54827,549
53138-47974,106
53811-53811,37
143443-143443,1
55376-103011,2
102517-102517,3
54701-47502,9
53499-49778,1
55782-55782,62
55551-48351,2
81332-81332,221
55288-53037,67
141073-141073,24
142678-142678,35
160936-160936,4
75110-53791,1
160931-160931,1
56559-56559,3
55682-101354,33
55516-141170,2
57468-50495,24
55605-110636,3
143720-143720,3
51534-49978,1
81312-81312,115
48727-141122,24
90050-90050,35
63818-63818,55
46816-46816,6
56361-56361,1
52592-48341,20
55633-55633,385
81323-63944,8
141703-141703,4
74693-74693,16
49541-46627,3
81282-81282,74
101289-101289,44
69390-69390,1
110616-110616,3
56960-50371,1
69066-69066,52
56995-48727,2
89563-89563,50
89001-110922,10
82767-118076,20
57441-57441,47
81373-46549,128
52157-50448,5
111385-111385,6
57284-50514,10
63550-49759,13
56310-140819,9
56043-159128,3
102578-102578,7
63419-53624,19
141968-141968,1
53888-53888,81
90100-90097,42
51736-51736,309
56030-47253,26
54496-46935,13
88854-48098,36
56910-56910,6
143964-141659,13
55000-48014,15
56686-48727,16
55272-48335,9
54792-54792,38
53107-46920,59
159785-159785,9
141819-141819,101
160981-160981,1
48066-48066,11
53033-53033,82
48014-48014,8
54054-54054,11
50219-48727,55
50335-50335,33
56004-47742,120
53107-50123,6
50730-47547,6
110222-110222,9
50110-50110,3
69100-54054,3
56673-140920,12
159416-159416,11
47061-47061,20
159872-159872,2
54185-54185,16
48942-47286,6
49843-48727,16
64244-49159,1
69323-68933,48
143728-143728,1
56416-47588,40
48372-140833,1
159513-159513,6
158588-158588,4
52076-52055,1
50979-48727,1
143236-140679,3
56673-56673,48
49932-49932,142
75261-75261,7
109767-109767,1
56048-50282,126
140945-140945,8
54714-52592,24
82172-117711,9
89409-89409,63
50755-50755,32
160364-160364,41
82385-82385,10
56261-56261,49
52926-52926,38
100929-100911,19
63966-63966,12
51662-51662,33
64541-64244,2
64111-64111,20
46935-46935,30
158389-158389,2
64131-64131,30
54535-48453,11
160089-117586,6
63826-57185,7
54696-52048,8
140833-117002,2
81642-46676,84
53112-53112,1
142635-142635,19
57826-54894,126
74933-64338,1
69533-68907,2
89244-89244,2
56004-54312,114
51191-51191,1
75450-75450,5
111075-111075,1
81605-57925,2
158380-158380,2
110850-109710,22
57904-57904,1
81468-49541,2
51207-51207,4
81300-49814,3
57799-57799,18
102446-102446,1
159765-159765,20
55730-54598,15
89784-89784,4
55628-55628,60
55278-55278,5
159601-159601,1
53240-53240,60
50371-50371,132
53068-142481,42
53272-101021,10
110702-110702,1
51345-46605,13
69198-69198,6
75082-75082,92
52325-52325,93
82075-82075,9
54655-52744,28
54929-101051,12
46627-161046,1
75148-63955,2
64391-64391,10
55659-55654,10
140810-140810,139
57430-57430,15
49390-48213,17
89563-81268,1
81320-52592,1
160644-160620,80
48098-47896,14
55191-47324,7
55388-55388,5
51550-49398,4
47432-47407,1
55348-55348,403
55316-159031,4
63863-63863,7
55170-49266,19
160375-159031,5
55308-55308,80
102174-102174,16
49600-49600,59
81269-158600,8
140997-140997,1
160114-160114,9
64186-64186,44
57864-49885,4
52173-52103,6
142130-142130,4
143381-143381,6
110742-110742,12
56948-56948,10
69180-48727,4
55384-55384,16
140460-140460,1
53499-53499,9
57631-48727,1
51868-140777,6
47980-47980,39
50406-50406,34
140571-140571,3
159161-101354,6
82497-82172,465
56974-56467,28
117375-117111,22
48360-48360,2
54112-51279,35
81295-52059,39
117372-117126,30
75038-75038,48
56910-46549,12
53224-51883,531
55323-55323,1
117779-117392,1
75229-56802,1
143753-143753,6
102581-101768,3
75142-50514,3
141519-141519,13
49541-49541,1
52592-48360,4
51534-51534,92
101027-101027,12
64103-64103,1
75195-75195,7
50282-116743,13
101884-101884,22
54815-50282,8
116727-109756,4
49880-49880,23
52592-48098,24
159299-159299,9
141027-141027,2
52993-52993,2
100888-100880,253
100888-100888,23
55222-55222,1
64576-56554,76
51178-51178,6
102995-101274,62
82115-82115,5
81269-48453,1
52739-52173,3
50157-50157,223
140115-140115,2
140115-140112,9
52888-50979,4
75213-75213,4
81441-57818,45
88854-49266,2
50123-50123,6
82616-82616,1
89551-47803,5
111115-109683,3
56395-50204,30
56400-52592,6
46895-46895,23
48114-48114,29
55847-47091,10
81523-81507,60
89191-103576,2
69242-69242,6
57185-46998,1
50646-50646,241
111279-111279,5
52744-52026,3
142907-142907,2
51943-51943,659
74732-144200,1
81294-81294,4
75513-75513,36
54237-54054,18
69533-69533,1
54237-54050,14
55482-53143,2
48577-48577,155
82072-82005,1
56187-56187,1
64264-50461,25
50514-46463,8
55316-53342,3
81318-50724,7
54535-47974,1
52834-50387,1
63423-54714,14
47435-47435,80
63423-52592,14
74939-74939,196
55283-53138,52
48372-48372,59
47217-47217,70
103519-103519,9
51691-51691,73
56771-56771,13
89373-89373,15
118303-118303,2
56895-47502,4
82654-52592,2
69056-69056,36
49453-49453,8
69280-69280,22
49768-102755,2
